,date,year,company,price,monthly_return,volatility
550,2009-06-01,2009,Apple,142.43,0.05,42.15
551,2009-07-01,2009,Apple,163.39,0.15,42.15
552,2009-08-01,2009,Apple,168.21,0.03,42.15
553,2009-09-01,2009,Apple,185.35,0.1,42.15
554,2009-10-01,2009,Apple,188.5,0.02,42.15
555,2009-11-01,2009,Apple,199.91,0.06,42.15
556,2009-12-01,2009,Apple,210.73,0.05,42.15
557,2010-01-01,2010,Apple,192.06,-0.09,15.57
558,2010-02-01,2010,Apple,204.62,0.07,15.57
559,2010-03-01,2010,Apple,223.02,0.09,15.57
